duration	zero_time	trial_type
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
0.26	0.25	X'1-2 0.5mA
