duration	zero_time	trial_type
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
0.26	0.25	W'7-8 0.1mA
