duration	zero_time	trial_type
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
0.26	0.25	O1-2 0.3mA
