duration	zero_time	trial_type
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
0.26	0.25	O9-10 0.3mA
