duration	zero_time	trial_type
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
0.26	0.25	S5-6 5mA
