duration	zero_time	trial_type
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
0.26	0.25	K13-14 1mA
