duration	zero_time	trial_type
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
0.26	0.25	K13-14 5mA
