duration	zero_time	trial_type
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
0.26	0.25	H'8-9 0.5mA
