duration	zero_time	trial_type
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
0.26	0.25	R'7-8 0.5mA
