duration	zero_time	trial_type
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
0.26	0.25	Z'4-5 0.1mA
