duration	zero_time	trial_type
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
0.26	0.25	G'8-9 0.1mA
