duration	zero_time	trial_type
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
0.26	0.25	X'2-3 0.3mA
